-0.474052,-6.878541,5.966351,-0.535057,1.695234,-0.320288
-3.548207,-5.635951,7.544129,-0.211038,0.346135,0.006928
-3.945644,-5.523423,7.814674,-0.106319,-0.168404,0.286714
0.806846,-6.416461,5.827487,0.213969,0.684276,0.538787
-2.348712,-4.79798,6.524199,0.149219,1.214003,-0.019985
-1.218649,-4.072537,4.994305,-0.18759,1.503381,0.19132
0.323217,-3.564966,3.438074,-0.482031,2.818907,0.540652
0.205901,-3.129222,2.734178,-0.747161,4.372116,0.956334
0.205901,-3.320758,2.149993,-0.838557,5.603439,1.28808
0.787692,-3.476381,1.316811,-0.660028,6.630119,1.503648
-0.093374,-4.264073,1.786075,-0.240349,7.508913,1.469807
-0.830788,-5.856217,2.935291,0.608867,7.550481,1.202545
0.679953,-6.591237,1.297657,1.573461,7.820407,0.874796
-1.687912,-8.755595,1.084573,2.705926,8.359461,0.285914
-4.855441,-10.16099,-1.302446,3.716619,8.187859,-0.405023
-8.846576,-10.01973,-4.99191,4.48856,7.693038,-1.060254
-12.11466,-8.461109,-6.145916,4.229559,6.704995,-1.06958
-12.30859,-9.004593,-6.22253,3.525832,5.482199,-0.471639
-10.58477,-10.17057,-6.330269,3.312662,4.276456,-0.00826
-9.809045,-11.5209,-6.50744,3.16211,3.39713,-0.443394
-12.95503,-9.526528,-7.759608,2.953203,2.773875,-0.941945
-16.76899,-7.644686,-8.116343,2.445859,2.021651,-0.613397
-18.13847,-6.687006,-9.14585,1.795691,1.263299,-0.145755
-19.81202,-6.660669,-9.89763,1.164175,1.210273,0.402358
-22.33311,-7.256825,-10.0748,0.776205,1.241449,1.175899
-23.85104,-8.286332,-11.27908,0.586484,0.844953,2.013391
-24.29157,-8.599973,-13.16093,0.020251,0.630184,2.674217
-25.43361,-10.13226,-13.24472,-0.862006,0.527862,3.232989
-26.41283,-13.03403,-12.01171,-1.516971,-0.120175,3.6977
-26.15665,-16.16804,-11.1905,-1.709623,-1.082904,4.163743
-25.01701,-17.56865,-11.73398,-1.698965,-1.748793,4.855746
-22.48634,-19.29487,-11.95425,-1.910536,-2.390968,5.485663
-18.73702,-20.51352,-12.64857,-1.985678,-2.586818,5.862175
-17.07784,-19.82878,-12.81856,-2.130101,-2.241216,6.156882
-15.21755,-19.89103,-12.39957,-2.350998,-1.992074,6.53739
-13.76427,-19.85751,-12.67251,-2.478101,-1.778104,6.763884
