-6.378153,-4.651934,1.300052,0.598741,0.152683,-0.662426
-4.683059,-6.79235,1.872266,0.419145,0.645639,-0.766346
-5.068525,-6.567295,2.090138,0.666156,1.23985,-0.741032
-5.846641,-6.921637,2.44448,0.994438,1.583853,-0.559838
-5.408502,-6.847417,2.664747,1.409054,1.817807,-0.341338
-3.035848,-7.038953,2.636016,1.870833,2.301703,-0.284582
-1.910573,-6.277597,2.138022,2.164475,2.992907,-0.089531
-0.768539,-6.512228,1.393425,1.615562,2.701663,-0.59581
-0.995988,-7.745243,0.837971,1.627553,3.850916,-0.955268
-5.537788,-7.852982,2.25055,2.134897,4.681479,-1.0003
-7.728483,-6.691794,2.896984,2.335011,3.603905,-0.911302
-5.997475,-6.409278,1.582567,2.034175,2.273191,-0.988309
-2.832341,-6.260838,-0.620098,1.876695,2.438398,-0.920095
-0.80924,-6.938396,-2.832341,2.076009,4.445926,-0.677614
-3.440468,-7.007828,-3.529053,2.647038,6.919497,-0.653899
-7.592013,-5.83467,-3.074155,2.922294,7.536358,-0.449256
-8.075643,-5.209783,-3.411737,2.704861,6.606671,-0.131899
-5.394136,-5.784391,-5.085284,2.33661,5.828334,0.083403
-3.385401,-7.192182,-7.630321,2.438665,6.627455,0.245412
-4.58729,-7.350199,-9.356541,2.875663,8.135099,0.184126
-7.175423,-6.172252,-10.02213,2.978518,8.641912,0.398095
-8.836999,-5.284003,-9.919178,2.582021,7.95124,0.668288
-8.578424,-4.757279,-9.773131,2.033642,6.600009,1.174833
-7.12275,-5.032612,-9.581595,1.453286,5.238653,1.657663
-4.747702,-5.829881,-9.811439,0.937415,4.104321,1.934251
-2.047042,-6.856994,-11.03488,0.790328,3.846386,2.360858
-1.233014,-7.64708,-11.7699,1.09223,3.947642,2.586818
-1.163582,-6.895301,-12.89756,1.504181,3.709691,2.37125
-0.821211,-5.853823,-13.90792,1.507911,3.026214,1.853247
0.105345,-5.114015,-14.99728,1.045865,2.684609,1.46208
-0.122104,-5.861006,-14.67167,0.357326,2.92256,0.973654
-2.008735,-6.306327,-14.12818,0.140426,3.099492,0.34347
-4.539406,-5.999869,-15.35162,0.437265,2.739767,-0.130034
-6.73489,-4.489128,-17.79371,0.445525,1.97049,-0.316291
-7.275979,-4.065354,-19.41458,-0.616061,1.014156,-0.227825
-5.858612,-6.133945,-20.10411,-2.221498,0.403424,-0.144956
