-7.800309,-8.248025,2.844312,0.092462,0.288845,0.289112
-8.078036,-7.90326,3.260903,0.472971,0.373314,0.471905
-7.151481,-7.539341,2.341529,0.459914,0.388236,0.54385
-6.53617,-8.640674,2.8491,0.273124,0.577691,0.571296
-9.188946,-10.7763,4.967968,0.144156,0.572894,0.171069
-12.54322,-11.82736,7.067683,0.149752,-0.178796,-0.337874
-15.36838,-13.73075,9.095572,0.097525,-0.954735,-0.201979
-14.70279,-16.78096,10.53449,0.544649,-1.565467,0.484429
-13.59907,-17.15924,11.52329,1.734404,-1.742931,1.209473
-13.24472,-15.92862,11.73877,2.687007,-2.05709,1.463945
-13.56076,-16.13692,12.11705,3.686775,-2.191387,1.198015
-13.81215,-13.52006,10.96544,3.993473,-3.055259,1.067182
-13.18487,-12.24395,9.466674,4.35373,-3.506913,1.080772
-13.77863,-11.63343,8.841787,4.739568,-3.612965,1.304334
-15.09544,-11.29824,8.386889,5.200815,-4.268196,1.282484
-14.80335,-10.28788,6.019023,5.51524,-5.145657,1.190554
-13.23036,-8.051701,3.722984,6.071081,-5.296741,1.238251
-11.55202,-6.842628,2.631228,6.605605,-4.905308,1.492456
-10.57758,-4.259285,1.810017,6.77694,-4.470974,1.90041
-8.951921,-1.704672,1.292869,6.31143,-4.586086,2.19725
-7.108385,-0.225055,1.757344,5.542153,-5.230125,2.365654
-3.89776,-1.235408,1.101333,5.650604,-5.524567,2.668888
-0.775721,0.799663,-1.23062,5.814744,-5.288747,2.567366
1.649605,3.10528,-2.896984,5.237853,-4.912236,2.218567
3.380613,3.900155,-3.883395,4.375847,-4.465911,1.762649
4.489128,4.278439,-4.192247,3.35796,-4.093397,1.317391
5.142745,2.011129,-2.987964,3.177565,-3.475204,0.887054
4.857835,3.265691,-3.337517,2.914034,-2.828233,0.447923
4.501099,3.797204,-4.417302,2.215103,-2.30943,0.192919
4.824317,3.332729,-5.140351,1.295807,-2.021917,0.10392
5.212177,1.616086,-4.355053,1.050395,-1.398395,-0.159078
4.082114,2.44448,-4.268862,1.040269,-0.848949,-0.537188
3.100491,3.969586,-4.680665,0.285381,-0.620325,-0.794858
2.937685,4.93445,-4.860229,-0.654698,-0.385305,-0.666156
3.069367,4.548983,-4.455609,-1.428239,-0.01359,-0.424741
3.706224,2.829947,-3.502717,-1.834861,0.352263,-0.326417
3.679888,2.516306,-1.144428,-1.820472,0.694401,-0.58755
2.339135,3.61285,0.105345,-1.838858,0.807381,-0.82257
2.231396,4.489128,-0.699107,-2.212971,0.763948,-0.764481
1.82917,4.249708,-0.023942,-2.790928,0.951005,-0.66136
1.292869,2.987964,2.360683,-3.025149,0.921161,-0.553975
1.340753,2.944868,3.557784,-3.093896,0.686674,-0.500417
1.312023,2.446874,4.19943,-3.293476,0.733038,-0.486294
0.641646,2.147599,5.506664,-3.450156,0.832429,-0.405289
0.430956,1.623269,7.290344,-3.484796,0.679479,-0.152683
1.613692,0.890643,7.438785,-3.422977,0.559571,-0.038904
1.831564,0.505177,7.721301,-3.416848,0.722646,-0.166806
1.101333,-0.007183,9.227253,-3.410187,0.911035,-0.208374
0.708684,-0.648829,11.30542,-3.20128,0.792992,-0.119109
1.460463,-0.902614,11.38204,-2.911636,0.880925,-0.151884
0.584185,-0.751779,10.71884,-2.685942,1.278753,-0.315225
-1.489193,-0.179565,10.26394,-2.559372,1.468208,-0.26513
-2.073379,-0.287304,11.03727,-2.66569,0.992839,0.191054
0.299275,-2.427721,12.3062,-2.676349,0.510276,0.457516
2.48997,-4.350265,12.08832,-2.436,0.900643,0.14389
0.373495,-2.913743,10.96066,-2.089599,1.771709,-0.418346
-3.667917,-1.766921,10.75475,-2.262,1.580389,-0.271525
-3.007117,-2.738967,11.41316,-2.747228,0.341072,0.369583
1.570596,-5.767632,12.11466,-2.912169,0.106851,0.597142
2.983175,-6.715736,12.51928,-2.432536,1.10502,0.014922
-0.323217,-5.513846,12.39478,-2.138628,1.576126,-0.409286
-1.936909,-5.489904,12.03086,-2.420012,1.009893,-0.327749
-0.371101,-6.524199,12.58871,-2.510343,0.854545,-0.104453
0.907402,-7.680599,12.52646,-2.295308,1.434368,-0.271259
-1.510741,-7.228095,12.70842,-1.815142,2.058956,-0.747694
-4.869806,-6.227319,12.43548,-1.7837,1.824735,-0.793259
-4.738125,-5.396531,13.04361,-1.959299,1.002165,-0.223029
-1.000776,-6.804321,12.67012,-2.080006,0.709856,0.185458
-0.148441,-8.425196,12.24634,-1.746662,1.286214,-0.304034
-3.203442,-8.039729,11.47301,-1.5231,1.657397,-0.819372
-5.171476,-7.232883,11.63343,-1.562802,1.38827,-0.612331
-3.500323,-7.73806,11.21923,-1.648603,0.920095,-0.098591
-1.513135,-8.698134,9.794679,-1.6963,1.193219,-0.188655
-2.899378,-8.662222,9.76116,-1.68724,1.641142,-0.60034
-4.613626,-7.82904,10.23521,-1.720548,1.61876,-0.611531
-4.58729,-8.042124,10.6111,-1.684842,1.288879,-0.362123
-4.197036,-7.704541,9.787497,-1.56147,1.207608,-0.287779
-4.857835,-7.508216,8.772355,-1.579323,0.95287,-0.183326
-4.556166,-7.544129,7.70933,-1.762116,0.481231,-0.016521
-3.193865,-8.23366,7.422025,-1.969424,0.158545,0.159078
-1.716643,-9.337387,7.249643,-2.015789,0.375446,0.006928
-2.513912,-9.454702,7.606379,-1.894282,0.919029,-0.314426
-3.955221,-8.580819,8.082825,-1.881758,1.076242,-0.325884
-3.833117,-8.916007,8.836999,-1.984879,0.838557,-0.127103
-2.607286,-9.76116,9.323022,-1.88762,0.831096,-0.069547
-3.260903,-9.715671,9.955091,-1.649136,0.978717,-0.297905
-4.900931,-8.796297,9.835381,-1.457017,0.755954,-0.362123
-5.497087,-8.432379,9.55047,-1.437565,0.124971,-0.156946
-4.647145,-8.657434,8.633492,-1.431969,-0.257136,0.113513
-4.331111,-9.31105,8.892065,-1.391467,-0.309096,0.252073
-4.750096,-9.677363,10.12029,-1.22626,-0.597409,0.348533
-3.325546,-8.76996,10.95826,-1.062919,-1.145256,0.581688
-0.4956,-10.56082,10.10593,-0.844953,-0.594744,0.779136
-0.70629,-10.20888,8.681376,-0.062885,0.309896,0.421277
-2.149993,-8.540117,7.228095,0.230224,0.802319,0.217966
-4.046201,-7.654263,6.950367,-0.10845,0.371715,0.157746
-3.28245,-7.711724,4.958392,-0.644306,-0.135629,0.192919
-3.483563,-8.346188,4.182671,-1.005629,0.113247,0.268861
-3.895366,-8.580819,3.55539,-1.196417,0.404757,0.483629
-3.734955,-9.421184,2.956839,-1.56227,0.741832,0.500417
